Best;[- Math.min + Math.min Math.min Math.min Dcn - Dc Dc Dc Dcn Dcn null null / Dc null null null null null null null null null null null null null null * Dcn null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null Din Din null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null ,- - * Dc Math.max 0.9 Dcn null null - Math.max null null null null null null null null - * Dcn Math.max null null null null null null null null null null null null null null null null - 0.7 Dc Dcn null null Math.max Dcn null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null Dc 0.2 null null null null null null null null null null Dcn null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null ,- Math.min - Math.min Math.min + + / - + * Dcn 0.6 Dc Math.sqrt Dc - - null Dc Dc 0.9 - null null null null null null Dcn null null null Dcn 0.9 Dcn null null null null null null null null null Dcn null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null ,- - * Math.min - - Math.min Din Dc - Math.min Math.min null Math.min null null null null null Din Math.min - null 0.6 Dcn null null - null null null null null null null null null null null null null - Math.min Dcn null null null null null null null null null null null Din Dc null null null null null null null null null null null null null null null null null null null null null null null null null null Dcn null - null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null Dcn null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null ,- + - / - Dcn Din - + Dc - null null null null Dc / Dcn - null null Dcn 0.6 null null null null null null null null null null - Dcn null null Dcn Math.min null null null null null null null null null null null null null null null null null null null null null null null null null null null null 0.3 Dcn null null null null null null null null Dcn Dcn null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null ,/ - + * - / / Dc Math.max Dcn Din - + 0.8 Din null null 0.7 / null null null null Dcn 0.1 Math.max Math.max null null null null null null null null null null - Dc null null null null null null null null null null null null + + + + null null null null null null null null null null null null null null null null null null null null Dcn 0.3 null null null null null null null null null null null null null null null null null null null null null null null null null null Dc Dc * 0.1 - 0.1 * 0.1 null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null Dcn 0.1 null null Dcn 0.3 null null Dcn Din null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null ,/ Dc / null null / - null null null null - - 0.8 + null null null null null null null null * null Dcn Dcn null null Dc Dcn null null null null null null null null null null null null null null null null Dcn Dcn null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null ,]Instance;Test;Time(ms)
bier127.tsp;127755.70962496783;26.4
ch130.tsp;6616.575173949788;24.933333333333334
d1655.tsp;72468.16481745677;4072.2
d493.tsp;39352.093601002525;436.03333333333336
d657.tsp;57567.51599090665;761.6
eil51.tsp;450.9175677669516;5.066666666666666
fl1577.tsp;25678.44523528464;4341.9
fl417.tsp;14214.597435862455;283.6
kroA150.tsp;29538.722128699195;29.9
kroB100.tsp;24798.048234508333;18.733333333333334
kroC100.tsp;22362.362376270292;14.333333333333334
lin318.tsp;47197.19120840395;141.86666666666667
pr226.tsp;84851.37687088789;76.43333333333334
pr264.tsp;57017.633037708474;124.93333333333334
pr299.tsp;55456.731635902084;142.83333333333334
pr439.tsp;122781.52227665142;331.5
rat99.tsp;1361.8817892925094;18.1
rl1889.tsp;368533.8982739826;5945.033333333334
ts225.tsp;139977.99890229563;65.46666666666667
u1817.tsp;68643.83364246697;6180.5
u724.tsp;46571.659677150834;729.1
